Time,Team,Operation,BuyVolume,SellVolume,EtfPosition,FuturePosition,EtfPrice,FuturePrice,TotalFees,AccountBalance,ProfitOrLoss,Status
9.54275,TraderOne,Tick,10,30,-20,20,146700,146900,735,5265,9265,OK
9.793057,TraderOne,Tick,10,30,-20,20,146700,146900,735,5265,9265,OK
10.004623,TraderOne,Tick,10,30,-20,20,146700,146900,735,5265,9265,OK
10.238611,TraderOne,Tick,10,30,-20,20,146700,146900,735,5265,9265,OK
10.518146,TraderOne,Tick,20,30,-10,10,146400,146900,1028,7972,9972,OK
10.799645,TraderOne,Tick,30,30,0,0,146400,147000,1321,12679,12679,OK
11.042358,TraderOne,Tick,30,40,-10,10,147300,147000,1174,11826,9826,OK
11.210826,TraderOne,Tick,30,40,-10,10,147300,147000,1174,11826,9826,OK
11.474009,TraderOne,Tick,30,40,-10,10,147300,147000,1174,11826,9826,OK
11.786974,TraderOne,Tick,30,40,-10,10,147400,147200,1174,11826,9826,OK
11.956608,TraderOne,Tick,30,40,-10,10,147400,147200,1174,11826,9826,OK
12.287835,TraderOne,Tick,30,40,-10,10,147400,147200,1174,11826,9826,OK
12.517305,TraderOne,Tick,30,40,-10,10,147400,147200,1174,11826,9826,OK
12.756856,TraderOne,Tick,30,40,-10,10,147400,147200,1174,11826,9826,OK
13.012728,TraderOne,Tick,30,40,-10,10,147400,147200,1174,11826,9826,OK
13.21007,TraderOne,Tick,40,40,0,0,146700,147200,1027,9973,9973,OK
13.502481,TraderOne,Tick,40,40,0,0,146700,147200,1027,9973,9973,OK
13.782023,TraderOne,Tick,40,40,0,0,146700,147200,1027,9973,9973,OK
14.00219,TraderOne,Tick,40,40,0,0,146700,147200,1027,9973,9973,OK
14.244227,TraderOne,Tick,40,40,0,0,146700,147200,1027,9973,9973,OK
14.503527,TraderOne,Tick,40,40,0,0,146700,147200,1027,9973,9973,OK
14.73478,TraderOne,Tick,40,40,0,0,146700,147200,1027,9973,9973,OK
15.012202,TraderOne,Tick,40,40,0,0,146700,147200,1027,9973,9973,OK
15.272674,TraderOne,Tick,40,40,0,0,146700,147200,1027,9973,9973,OK
15.519774,TraderOne,Tick,40,40,0,0,146900,146800,1027,9973,9973,OK
15.718346,TraderOne,Tick,40,40,0,0,146900,146800,1027,9973,9973,OK
15.987674,TraderOne,Tick,40,40,0,0,146900,146900,1027,9973,9973,OK
16.256362,TraderOne,Tick,40,40,0,0,146900,146900,1027,9973,9973,OK
16.514466,TraderOne,Tick,40,40,0,0,146900,146900,1027,9973,9973,OK
16.773577,TraderOne,Tick,40,40,0,0,146900,146900,1027,9973,9973,OK
16.976602,TraderOne,Tick,40,40,0,0,146900,146900,1027,9973,9973,OK
17.277008,TraderOne,Tick,40,40,0,0,146900,146900,1027,9973,9973,OK
17.546841,TraderOne,Tick,40,40,0,0,146900,146900,1027,9973,9973,OK
17.733969,TraderOne,Tick,40,40,0,0,146900,146900,1027,9973,9973,OK
18.01535,TraderOne,Tick,50,40,10,-10,146600,146900,1321,10679,8679,OK
18.230186,TraderOne,Tick,60,40,20,-20,146900,146900,1615,11385,11385,OK
18.493994,TraderOne,Tick,60,40,20,-20,146900,147100,1615,11385,7385,OK
18.752896,TraderOne,Tick,60,40,20,-20,146900,147100,1615,11385,7385,OK
18.995009,TraderOne,Tick,60,40,20,-20,146900,147100,1615,11385,7385,OK
19.249253,TraderOne,Tick,60,40,20,-20,146900,147100,1615,11385,7385,OK
19.470687,TraderOne,Tick,60,40,20,-20,146900,147200,1615,11385,7385,OK
19.70926,TraderOne,Tick,60,40,20,-20,146900,147200,1615,11385,7385,OK
20.048263,TraderOne,Tick,60,40,20,-20,146900,147200,1615,11385,7385,OK
20.273189,TraderOne,Tick,60,40,20,-20,146900,147200,1615,11385,7385,OK
20.451167,TraderOne,Tick,60,40,20,-20,146900,147900,1615,11385,7385,OK
20.720212,TraderOne,Tick,60,40,20,-20,147200,147900,1615,11385,7385,OK
21.000185,TraderOne,Tick,60,40,20,-20,147500,147900,1615,11385,7385,OK
21.287974,TraderOne,Tick,60,40,20,-20,147500,147900,1615,11385,7385,OK
21.45578,TraderOne,Tick,60,40,20,-20,147500,147900,1615,11385,7385,OK
21.723918,TraderOne,Tick,60,40,20,-20,147500,147900,1615,11385,7385,OK
21.983727,TraderOne,Tick,60,40,20,-20,147500,148000,1615,11385,7385,OK
22.247608,TraderOne,Tick,60,40,20,-20,147500,148000,1615,11385,7385,OK
22.502697,TraderOne,Tick,60,40,20,-20,147500,148100,1615,11385,7385,OK
22.734196,TraderOne,Tick,60,40,20,-20,147500,148200,1615,11385,7385,OK
23.032142,TraderOne,Tick,60,40,20,-20,147500,148000,1615,11385,7385,OK
23.259341,TraderOne,Tick,60,40,20,-20,147500,148000,1615,11385,7385,OK
23.488205,TraderOne,Tick,60,40,20,-20,147500,147700,1615,11385,7385,OK
23.713106,TraderOne,Tick,60,40,20,-20,147500,147700,1615,11385,7385,OK
23.95843,TraderOne,Tick,60,40,20,-20,147600,147700,1615,11385,9385,OK
24.271618,TraderOne,Tick,60,40,20,-20,147600,147700,1615,11385,9385,OK
24.538033,TraderOne,Tick,60,40,20,-20,147600,147700,1615,11385,9385,OK
24.788259,TraderOne,Tick,60,40,20,-20,147400,148100,1615,11385,7385,OK
25.028309,TraderOne,Tick,60,40,20,-20,147400,148100,1615,11385,7385,OK
25.202535,TraderOne,Tick,60,40,20,-20,147400,148200,1615,11385,7385,OK
25.512213,TraderOne,Tick,60,40,20,-20,147700,147900,1615,11385,7385,OK
25.789112,TraderOne,Tick,60,40,20,-20,147700,147900,1615,11385,7385,OK
26.001471,TraderOne,Tick,60,40,20,-20,147700,147900,1615,11385,7385,OK
26.254238,TraderOne,Tick,60,40,20,-20,147700,147900,1615,11385,7385,OK
26.501454,TraderOne,Tick,60,40,20,-20,147400,147900,1615,11385,7385,OK
26.760943,TraderOne,Tick,60,40,20,-20,147400,147900,1615,11385,7385,OK
27.01637,TraderOne,Tick,60,40,20,-20,147400,147900,1615,11385,7385,OK
27.257707,TraderOne,Tick,60,40,20,-20,147400,147900,1615,11385,7385,OK
27.501062,TraderOne,Tick,60,40,20,-20,147400,147900,1615,11385,7385,OK
27.752654,TraderOne,Tick,60,40,20,-20,147400,147800,1615,11385,7385,OK
28.042432,TraderOne,Tick,60,40,20,-20,147200,147800,1615,11385,7385,OK
28.28468,TraderOne,Tick,60,40,20,-20,147200,147800,1615,11385,7385,OK
28.52548,TraderOne,Tick,60,40,20,-20,147700,147800,1615,11385,9385,OK
28.800262,TraderOne,Tick,60,40,20,-20,147700,147600,1615,11385,13385,OK
28.98892,TraderOne,Tick,60,40,20,-20,147700,147600,1615,11385,13385,OK
29.235762,TraderOne,Tick,60,40,20,-20,147700,147600,1615,11385,13385,OK
29.545729,TraderOne,Tick,60,40,20,-20,147700,147600,1615,11385,13385,OK
29.740781,TraderOne,Tick,60,40,20,-20,147700,147600,1615,11385,13385,OK
29.95911,TraderOne,Tick,60,40,20,-20,147700,147600,1615,11385,13385,OK
30.224153,TraderOne,Tick,60,40,20,-20,147700,147600,1615,11385,13385,OK
30.512001,TraderOne,Tick,60,40,20,-20,147700,147600,1615,11385,13385,OK
30.790504,TraderOne,Tick,60,40,20,-20,147700,147400,1615,11385,15385,OK
30.951069,TraderOne,Tick,60,40,20,-20,147700,147400,1615,11385,15385,OK
31.287027,TraderOne,Tick,60,40,20,-20,147700,147400,1615,11385,15385,OK
31.53362,TraderOne,Tick,60,40,20,-20,147000,147400,1615,11385,7385,OK
31.714529,TraderOne,Tick,60,40,20,-20,147000,147400,1615,11385,7385,OK
31.978275,TraderOne,Tick,60,40,20,-20,147000,147400,1615,11385,7385,OK
32.213933,TraderOne,Tick,60,40,20,-20,147000,147400,1615,11385,7385,OK
32.51045,TraderOne,Tick,60,40,20,-20,147000,147400,1615,11385,7385,OK
32.765159,TraderOne,Tick,60,40,20,-20,147000,147600,1615,11385,7385,OK
33.007109,TraderOne,Tick,60,40,20,-20,147000,147600,1615,11385,7385,OK
33.230891,TraderOne,Tick,60,40,20,-20,147000,147600,1615,11385,7385,OK
33.488258,TraderOne,Tick,60,40,20,-20,147000,147600,1615,11385,7385,OK
33.772736,TraderOne,Tick,60,40,20,-20,146900,147600,1615,11385,7385,OK
33.997023,TraderOne,Tick,60,40,20,-20,146900,147600,1615,11385,7385,OK
34.297621,TraderOne,Tick,60,40,20,-20,146900,147200,1615,11385,7385,OK
34.495565,TraderOne,Tick,60,40,20,-20,146900,147200,1615,11385,7385,OK
34.709883,TraderOne,Tick,60,40,20,-20,146900,147200,1615,11385,7385,OK
35.041274,TraderOne,Tick,60,40,20,-20,146900,147200,1615,11385,7385,OK
35.213615,TraderOne,Tick,60,40,20,-20,146900,147300,1615,11385,7385,OK
35.52928,TraderOne,Tick,60,50,10,-10,147100,147000,1468,6532,7532,OK
35.746959,TraderOne,Tick,60,50,10,-10,147100,147000,1468,6532,7532,OK
35.989227,TraderOne,Tick,60,50,10,-10,147100,147000,1468,6532,7532,OK
36.2041,TraderOne,Tick,60,50,10,-10,147100,147000,1468,6532,7532,OK
36.549633,TraderOne,Tick,60,50,10,-10,147100,147000,1468,6532,7532,OK
36.77082,TraderOne,Tick,60,50,10,-10,147100,147000,1468,6532,7532,OK
36.978238,TraderOne,Tick,60,50,10,-10,147100,147000,1468,6532,7532,OK
37.213702,TraderOne,Tick,60,60,0,0,147200,147000,1762,5238,5238,OK
37.532798,TraderOne,Tick,60,60,0,0,147200,147300,1762,5238,5238,OK
37.738708,TraderOne,Tick,60,60,0,0,147200,147300,1762,5238,5238,OK
37.972542,TraderOne,Tick,60,60,0,0,147200,147300,1762,5238,5238,OK
38.227261,TraderOne,Tick,60,60,0,0,147200,147300,1762,5238,5238,OK
38.527396,TraderOne,Tick,60,60,0,0,147200,147300,1762,5238,5238,OK
38.736955,TraderOne,Tick,60,60,0,0,147200,147300,1762,5238,5238,OK
38.966418,TraderOne,Tick,60,60,0,0,147200,147300,1762,5238,5238,OK
39.209567,TraderOne,Tick,70,60,10,-10,147000,147300,1615,7385,5385,OK
39.468012,TraderOne,Tick,70,70,0,0,147700,147300,1467,6533,6533,OK
39.717904,TraderOne,Tick,70,70,0,0,147700,147300,1467,6533,6533,OK
40.042288,TraderOne,Tick,70,70,0,0,147700,147300,1467,6533,6533,OK
40.250019,TraderOne,Tick,70,70,0,0,147700,147300,1467,6533,6533,OK
40.493269,TraderOne,Tick,70,70,0,0,147700,147300,1467,6533,6533,OK
40.761385,TraderOne,Tick,70,70,0,0,147700,147300,1467,6533,6533,OK
41.048949,TraderOne,Tick,70,70,0,0,147700,147300,1467,6533,6533,OK
41.219555,TraderOne,Tick,70,70,0,0,147700,147300,1467,6533,6533,OK
41.539804,TraderOne,Tick,70,70,0,0,147700,147300,1467,6533,6533,OK
41.731315,TraderOne,Tick,70,70,0,0,147700,147300,1467,6533,6533,OK
41.97162,TraderOne,Tick,70,70,0,0,147700,147300,1467,6533,6533,OK
42.217061,TraderOne,Tick,70,78,-8,8,147400,147200,1349,6651,5051,OK
42.542049,TraderOne,Tick,70,78,-8,8,147400,147200,1349,6651,5051,OK
42.74728,TraderOne,Tick,70,78,-8,8,147400,147200,1349,6651,5051,OK
42.951134,TraderOne,Tick,70,78,-8,8,147400,147200,1349,6651,5051,OK
43.220707,TraderOne,Tick,70,78,-8,8,147400,147200,1349,6651,5051,OK
43.522602,TraderOne,Tick,70,78,-8,8,147400,147200,1349,6651,5051,OK
43.779758,TraderOne,Tick,70,78,-8,8,147400,147400,1349,6651,6651,OK
44.015322,TraderOne,Tick,70,78,-8,8,147400,147400,1349,6651,6651,OK
44.243988,TraderOne,Tick,70,78,-8,8,147400,147400,1349,6651,6651,OK
44.499048,TraderOne,Tick,70,78,-8,8,147400,147400,1349,6651,6651,OK
44.797662,TraderOne,Tick,70,78,-8,8,147400,147400,1349,6651,6651,OK
45.012913,TraderOne,Tick,70,78,-8,8,147700,147400,1349,6651,5051,OK
45.25575,TraderOne,Tick,70,78,-8,8,147700,147500,1349,6651,5051,OK
45.45514,TraderOne,Tick,70,78,-8,8,147700,147500,1349,6651,5051,OK
45.711051,TraderOne,Tick,70,78,-8,8,147700,147500,1349,6651,5051,OK
45.968347,TraderOne,Tick,70,78,-8,8,147700,147500,1349,6651,5051,OK
46.213104,TraderOne,Tick,70,78,-8,8,147700,147500,1349,6651,5051,OK
46.461164,TraderOne,Tick,70,78,-8,8,147700,147500,1349,6651,5051,OK
46.748111,TraderOne,Tick,70,78,-8,8,147700,147500,1349,6651,5051,OK
46.956346,TraderOne,Tick,70,88,-18,18,147400,147500,1644,8356,10156,OK
47.236171,TraderOne,Tick,70,88,-18,18,147400,147500,1644,8356,10156,OK
47.528197,TraderOne,Tick,70,88,-18,18,147400,147500,1644,8356,10156,OK
47.788965,TraderOne,Tick,70,98,-28,28,147700,147500,1496,9504,3904,OK
47.960054,TraderOne,Tick,70,98,-28,28,147700,147500,1496,9504,3904,OK
48.29742,TraderOne,Tick,70,98,-28,28,147100,147500,1496,9504,15104,OK
48.507314,TraderOne,Tick,70,98,-28,28,147100,147500,1496,9504,15104,OK
48.742138,TraderOne,Tick,70,98,-28,28,147100,147500,1496,9504,15104,OK
48.987543,TraderOne,Tick,70,98,-28,28,147100,147500,1496,9504,15104,OK
49.207851,TraderOne,Tick,70,98,-28,28,147100,147500,1496,9504,15104,OK
49.5279,TraderOne,Tick,70,98,-28,28,147100,147500,1496,9504,15104,OK
49.78295,TraderOne,Tick,70,98,-28,28,147100,147500,1496,9504,15104,OK
49.95522,TraderOne,Tick,70,98,-28,28,147100,147500,1496,9504,15104,OK
50.230298,TraderOne,Tick,70,98,-28,28,147100,147500,1496,9504,15104,OK
50.470866,TraderOne,Tick,70,98,-28,28,147800,147500,1496,9504,3904,OK
50.746037,TraderOne,Tick,70,98,-28,28,147800,147500,1496,9504,3904,OK
50.976829,TraderOne,Tick,70,98,-28,28,147800,147500,1496,9504,3904,OK
51.297157,TraderOne,Tick,70,98,-28,28,147800,147500,1496,9504,3904,OK
51.450167,TraderOne,Tick,70,98,-28,28,147800,147500,1496,9504,3904,OK
51.705119,TraderOne,Tick,70,98,-28,28,147800,147500,1496,9504,3904,OK
51.978625,TraderOne,Tick,70,98,-28,28,147800,147300,1496,9504,3904,OK
52.22086,TraderOne,Tick,70,98,-28,28,147800,147300,1496,9504,3904,OK
52.483312,TraderOne,Tick,70,98,-28,28,147800,147300,1496,9504,3904,OK
52.734224,TraderOne,Tick,70,98,-28,28,147800,147300,1496,9504,3904,OK
53.025214,TraderOne,Tick,70,98,-28,28,147800,147300,1496,9504,3904,OK
53.2717,TraderOne,Tick,70,98,-28,28,147800,147300,1496,9504,3904,OK
53.536372,TraderOne,Tick,70,98,-28,28,147800,147300,1496,9504,3904,OK
53.753954,TraderOne,Tick,70,98,-28,28,147800,147300,1496,9504,3904,OK
54.027124,TraderOne,Tick,70,98,-28,28,147900,147300,1496,9504,3904,OK
54.277984,TraderOne,Tick,70,98,-28,28,147900,147300,1496,9504,3904,OK
54.546953,TraderOne,Tick,70,98,-28,28,147900,147200,1496,9504,3904,OK
54.739156,TraderOne,Tick,70,98,-28,28,147900,147200,1496,9504,3904,OK
55.033168,TraderOne,Tick,70,98,-28,28,147900,147200,1496,9504,3904,OK
55.260082,TraderOne,Tick,80,98,-18,18,147300,147300,1348,4652,4652,OK
55.529986,TraderOne,Tick,80,98,-18,18,147300,146900,1348,4652,1052,OK
55.74785,TraderOne,Tick,80,98,-18,18,147300,146900,1348,4652,1052,OK
55.985845,TraderOne,Tick,80,98,-18,18,147300,146900,1348,4652,1052,OK
56.25294,TraderOne,Tick,80,98,-18,18,147300,147100,1348,4652,1052,OK
56.526048,TraderOne,Tick,80,98,-18,18,147300,147100,1348,4652,1052,OK
56.716935,TraderOne,Tick,80,98,-18,18,147300,147100,1348,4652,1052,OK
57.03462,TraderOne,Tick,80,98,-18,18,147300,147100,1348,4652,1052,OK
57.257221,TraderOne,Tick,80,98,-18,18,147300,147100,1348,4652,1052,OK
57.507622,TraderOne,Tick,80,98,-18,18,147300,146800,1348,4652,1052,OK
57.735762,TraderOne,Tick,80,98,-18,18,147300,146700,1348,4652,1052,OK
58.03854,TraderOne,Tick,80,98,-18,18,147300,146600,1348,4652,1052,OK
58.252497,TraderOne,Tick,80,98,-18,18,147300,146700,1348,4652,1052,OK
58.535465,TraderOne,Tick,80,98,-18,18,147300,146700,1348,4652,1052,OK
58.744505,TraderOne,Tick,80,98,-18,18,147300,146700,1348,4652,1052,OK
58.982358,TraderOne,Tick,80,98,-18,18,147300,146700,1348,4652,1052,OK
59.281132,TraderOne,Tick,80,98,-18,18,147300,146700,1348,4652,1052,OK
59.496738,TraderOne,Tick,80,98,-18,18,147300,146500,1348,4652,1052,OK
59.758518,TraderOne,Tick,80,98,-18,18,147300,146500,1348,4652,1052,OK
59.987812,TraderOne,Tick,80,98,-18,18,147300,146500,1348,4652,1052,OK
60.286535,TraderOne,Tick,80,98,-18,18,147300,146700,1348,4652,1052,OK
60.542732,TraderOne,Tick,80,98,-18,18,147300,146700,1348,4652,1052,OK
60.745949,TraderOne,Tick,80,98,-18,18,147300,146700,1348,4652,1052,OK
61.007439,TraderOne,Tick,80,98,-18,18,147300,146500,1348,4652,1052,OK
61.256665,TraderOne,Tick,80,98,-18,18,147300,146500,1348,4652,1052,OK
61.460359,TraderOne,Tick,80,98,-18,18,147300,146500,1348,4652,1052,OK
61.709266,TraderOne,Tick,80,98,-18,18,147100,146500,1348,4652,1052,OK
61.956647,TraderOne,Tick,80,98,-18,18,147100,146500,1348,4652,1052,OK
62.211889,TraderOne,Tick,80,98,-18,18,147000,146500,1348,4652,1052,OK
62.478826,TraderOne,Tick,80,98,-18,18,146800,146300,1348,4652,1052,OK
62.725308,TraderOne,Tick,80,98,-18,18,146700,146300,1348,4652,1052,OK
63.043047,TraderOne,Tick,80,98,-18,18,146700,146300,1348,4652,1052,OK
63.204638,TraderOne,Tick,80,98,-18,18,146700,146300,1348,4652,1052,OK
63.511903,TraderOne,Tick,80,98,-18,18,146700,146300,1348,4652,1052,OK
63.780498,TraderOne,Tick,80,98,-18,18,146700,146300,1348,4652,1052,OK
63.983746,TraderOne,Tick,80,98,-18,18,146700,146300,1348,4652,1052,OK
64.297728,TraderOne,Tick,80,98,-18,18,146700,146300,1348,4652,1052,OK
64.492344,TraderOne,Tick,80,98,-18,18,146700,146300,1348,4652,1052,OK
64.791019,TraderOne,Tick,80,98,-18,18,146700,146300,1348,4652,1052,OK
65.008013,TraderOne,Tick,80,98,-18,18,146700,146300,1348,4652,1052,OK
65.247866,TraderOne,Tick,80,98,-18,18,146700,146900,1348,4652,8252,OK
65.510533,TraderOne,Tick,80,98,-18,18,146700,146900,1348,4652,8252,OK
65.719424,TraderOne,Tick,80,98,-18,18,146700,146900,1348,4652,8252,OK
65.978424,TraderOne,Tick,80,98,-18,18,146600,146900,1348,4652,8252,OK
66.285602,TraderOne,Tick,80,98,-18,18,146600,146900,1348,4652,8252,OK
66.549093,TraderOne,Tick,80,98,-18,18,147300,146900,1348,4652,1052,OK
66.790261,TraderOne,Tick,80,98,-18,18,146500,146900,1348,4652,8252,OK
67.024922,TraderOne,Tick,80,98,-18,18,146500,146900,1348,4652,8252,OK
67.256172,TraderOne,Tick,80,98,-18,18,146500,146900,1348,4652,8252,OK
67.467837,TraderOne,Tick,80,98,-18,18,146500,146900,1348,4652,8252,OK
67.702134,TraderOne,Tick,80,98,-18,18,146500,146900,1348,4652,8252,OK
67.989127,TraderOne,Tick,80,98,-18,18,146500,146900,1348,4652,8252,OK
68.226823,TraderOne,Tick,80,98,-18,18,146900,146900,1348,4652,4652,OK
68.51432,TraderOne,Tick,90,98,-8,8,146500,146900,1201,2799,4399,OK
68.789913,TraderOne,Tick,90,98,-8,8,146500,147200,1201,2799,4399,OK
69.025455,TraderOne,Tick,90,98,-8,8,146500,147200,1201,2799,4399,OK
69.254118,TraderOne,Tick,90,108,-18,18,147500,147200,1054,3946,346,OK
69.510723,TraderOne,Tick,90,108,-18,18,147500,147200,1054,3946,346,OK
69.770439,TraderOne,Tick,90,108,-18,18,147500,147300,1054,3946,346,OK
69.991244,TraderOne,Tick,90,108,-18,18,147500,147300,1054,3946,346,OK
70.253503,TraderOne,Tick,90,108,-18,18,147500,147300,1054,3946,346,OK
70.475103,TraderOne,Tick,90,108,-18,18,147500,147300,1054,3946,346,OK
70.727009,TraderOne,Tick,90,108,-18,18,146500,147300,1054,3946,7546,OK
70.982859,TraderOne,Tick,90,108,-18,18,146500,147300,1054,3946,7546,OK
71.2088,TraderOne,Tick,90,108,-18,18,146500,147300,1054,3946,7546,OK
71.455779,TraderOne,Tick,90,108,-18,18,146500,147300,1054,3946,7546,OK
71.763376,TraderOne,Tick,90,108,-18,18,146500,147300,1054,3946,7546,OK
72.023458,TraderOne,Tick,90,108,-18,18,146500,147300,1054,3946,7546,OK
72.273258,TraderOne,Tick,90,108,-18,18,146500,147300,1054,3946,7546,OK
72.45069,TraderOne,Tick,90,108,-18,18,147500,147300,1054,3946,346,OK
72.729036,TraderOne,Tick,90,108,-18,18,147500,147300,1054,3946,346,OK
73.047242,TraderOne,Tick,90,108,-18,18,147600,147300,1054,3946,346,OK
73.244049,TraderOne,Tick,90,108,-18,18,147600,147300,1054,3946,346,OK
73.46631,TraderOne,Tick,90,108,-18,18,147600,147200,1054,3946,346,OK
73.756741,TraderOne,Tick,90,108,-18,18,147600,147200,1054,3946,346,OK
74.040021,TraderOne,Tick,90,108,-18,18,147600,147200,1054,3946,346,OK
74.263632,TraderOne,Tick,90,108,-18,18,147600,147200,1054,3946,346,OK
74.460353,TraderOne,Tick,90,108,-18,18,147600,147200,1054,3946,346,OK
74.791483,TraderOne,Tick,90,108,-18,18,147600,147200,1054,3946,346,OK
74.9721,TraderOne,Tick,90,108,-18,18,147600,147200,1054,3946,346,OK
75.27526,TraderOne,Tick,90,108,-18,18,147600,147400,1054,3946,346,OK
75.483053,TraderOne,Tick,90,108,-18,18,147600,147400,1054,3946,346,OK
75.727545,TraderOne,Tick,90,108,-18,18,147600,147400,1054,3946,346,OK
76.0055,TraderOne,Tick,90,108,-18,18,147600,147400,1054,3946,346,OK
76.234879,TraderOne,Tick,90,108,-18,18,147600,147400,1054,3946,346,OK
76.453222,TraderOne,Tick,90,108,-18,18,147600,147500,1054,3946,2146,OK
76.798299,TraderOne,Tick,90,108,-18,18,147600,147600,1054,3946,3946,OK
77.047314,TraderOne,Tick,90,108,-18,18,147600,147600,1054,3946,3946,OK
77.258867,TraderOne,Tick,90,108,-18,18,147600,147600,1054,3946,3946,OK
77.452735,TraderOne,Tick,90,108,-18,18,147600,147600,1054,3946,3946,OK
77.788362,TraderOne,Tick,90,108,-18,18,147500,147600,1054,3946,5746,OK
78.001768,TraderOne,Tick,90,108,-18,18,147500,147600,1054,3946,5746,OK
78.202653,TraderOne,Tick,90,108,-18,18,147500,147600,1054,3946,5746,OK
78.455415,TraderOne,Tick,90,108,-18,18,147500,147600,1054,3946,5746,OK
78.775237,TraderOne,Tick,91,108,-17,17,147400,147600,1083,3817,7217,OK
78.98104,TraderOne,Tick,91,108,-17,17,147400,147600,1083,3817,7217,OK
79.221386,TraderOne,Tick,91,108,-17,17,147400,147600,1083,3817,7217,OK
79.513531,TraderOne,Tick,101,108,-7,7,147600,147600,1378,3522,3522,OK
79.735613,TraderOne,Tick,111,108,3,-3,147600,148200,1673,5227,4627,OK
79.993948,TraderOne,Tick,121,108,13,-13,147900,148400,1969,9931,7331,OK
80.249908,TraderOne,Tick,131,108,23,-23,147900,148400,2265,12635,8035,OK
80.501647,TraderOne,Tick,141,108,33,-33,147900,148400,2561,16339,9739,OK
80.789083,TraderOne,Tick,151,108,43,-43,147900,148400,2857,19043,10443,OK
81.026808,TraderOne,Tick,161,108,53,-53,147900,148400,3153,22747,12147,OK
81.270145,TraderOne,Tick,161,108,53,-53,147900,148200,3153,22747,12147,OK
81.489105,TraderOne,Tick,161,108,53,-53,147900,148400,3153,22747,12147,OK
81.7674,TraderOne,Tick,161,108,53,-53,148000,148400,3153,22747,12147,OK
81.97511,TraderOne,Tick,171,108,63,-63,148000,148400,3005,27895,15295,OK
82.205858,TraderOne,Tick,171,108,63,-63,148000,148400,3005,27895,15295,OK
82.467819,TraderOne,Tick,171,108,63,-63,148200,148800,3005,27895,15295,OK
82.762987,TraderOne,Tick,171,108,63,-63,148200,148800,3005,27895,15295,OK
83.015139,TraderOne,Tick,171,108,63,-63,148200,148800,3005,27895,15295,OK
